,Building condition,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace,Elevator,Swimming pool,Energy class,Heating type,Price,Address,Flood zone type,Garden surface,Terrace surface,Garden
12857,,2.0,,156  m² square meters,,,4.0,2.0,,3.0,,,,,,F,Gas,"Make an offer starting from  € 360,000  Make an offer starting from  360000 €",Rue de Stalle 288C 1180  - Uccle,,,15  m²  square meters,
12858,Good,3.0,,195  m² square meters,,Hyper equipped,2.0,1.0,1.0,2.0,Yes,,,,,B,Gas,"€ 360,000  360000 €",,Non flood zone,150  m²  square meters,25  m²  square meters,
12859,Good,2.0,,180  m² square meters,72  m² square meters,USA semi equipped,3.0,2.0,,2.0,,,,,,C,Gas,"€ 365,000  365000 €",Avenue Zénobe Gramme 30 1er étage 1301  - Wavre,,,26  m²  square meters,Yes
12860,Good,3.0,,277  m² square meters,,Installed,4.0,3.0,,3.0,Yes,No,,,,E,Gas,"€ 365,000  365000 €",Edingsesteenweg 341 1755  - Kester,Non flood zone,,,
12861,To renovate,4.0,"Living area (residential, urban or rural)",122  m² square meters,23  m² square meters,Semi equipped,2.0,1.0,,1.0,Yes,No,,No,No,D,Gas,"€ 365,000  365000 €","Mechelsestraat 107/2 , 29 1840  - Londerzeel",Non flood zone,450  m²  square meters,40  m²  square meters,
12862,To renovate,4.0,Isolated,192  m² square meters,29  m² square meters,Installed,2.0,1.0,,2.0,,No,,No,,F,Fuel oil,"€ 365,000  365000 €","Rue Picard (Gare Maritime), 7 1000  - Brussel",Non flood zone,377  m²  square meters,,
12863,Just renovated,3.0,,114  m² square meters,27  m² square meters,Installed,3.0,1.0,,2.0,Yes,,,,,B,Gas,"€ 365,000  365000 €",Vismarkt 10 c 3000  - Leuven,Non flood zone,,,Yes
12864,Good,4.0,,140  m² square meters,40  m² square meters,Hyper equipped,3.0,1.0,,2.0,Yes,No,,,,C,Gas,"€ 368,000  368000 €",Edingsesteenweg 341 1755  - Kester,Non flood zone,,56  m²  square meters,Yes
12865,Good,2.0,Urban,145  m² square meters,,USA installed,2.0,1.0,1.0,2.0,,,Yes,,,C,Gas,"€ 375,000  375000 €","Rue de Wavre, 27 1300  - Wavre",,33  m²  square meters,,
12866,,2.0,,155  m² square meters,47  m² square meters,Hyper equipped,4.0,1.0,,2.0,,,,,,C,Gas,"€ 375,000  375000 €",Rue de Stalle 288C 1180  - Uccle,,55  m²  square meters,12  m²  square meters,
12867,As new,2.0,Urban,166  m² square meters,27  m² square meters,Installed,3.0,1.0,,2.0,,,Yes,No,No,B,Gas,"€ 365,000  365000 €",Keerbergsesteenweg 33 3150  - Haacht,Non flood zone,,,
12868,To renovate,3.0,,160  m² square meters,28  m² square meters,Not installed,4.0,1.0,,2.0,Yes,,,,,E,Gas,"Make an offer starting from  € 375,000  Make an offer starting from  375000 €",Grand' Route 69 A 1435  - Corbais,,210  m²  square meters,17  m²  square meters,
12869,Good,4.0,,150  m² square meters,25  m² square meters,,4.0,1.0,1.0,2.0,,No,Yes,No,No,E,Gas,"Make an offer starting from  € 375,000  Make an offer starting from  375000 €",Avenue du centenaire 53/4 1400  - Nivelles,Non flood zone,690  m²  square meters,,
12870,,3.0,,180  m² square meters,47  m² square meters,Installed,3.0,1.0,1.0,2.0,,,Yes,,,D,Fuel oil,"€ 375,000  375000 €",Rue du Bosquet 29 1370  - Jodoigne,,,,Yes
12871,Good,3.0,,250  m² square meters,70  m² square meters,Installed,6.0,1.0,1.0,2.0,Yes,,Yes,,,B,Fuel oil,"Make an offer starting from  € 375,000  Make an offer starting from  375000 €",Venelle de la réserve 2 1300  - Wavre,Non flood zone,,,
12872,,3.0,,89  m² square meters,,,3.0,1.0,1.0,1.0,Yes,,,,,C,Gas,"€ 375,000  375000 €",Vismarkt 10 c 3000  - Leuven,Non flood zone,,,
12873,Good,4.0,,138  m² square meters,28  m² square meters,Installed,3.0,,,1.0,,No,,,,F,Gas,"€ 375,000  375000 €",Groenestraat 2 8210  - Zedelgem,Possible flood zone,,,Yes
12874,Good,3.0,,190  m² square meters,,Hyper equipped,5.0,,,2.0,,No,,,,B,Gas,"€ 375,000  375000 €",Kortrijkstraat 14 8560  - Wevelgem,Non flood zone,,,Yes
12875,Good,4.0,Countryside,1200  m² square meters,34  m² square meters,Installed,3.0,1.0,,,,,,No,No,C,Gas,"€ 384,000  384000 €",,Non flood zone,900000  m²  square meters,1  m²  square meter,
12876,Good,2.0,Urban,255  m² square meters,35  m² square meters,Installed,5.0,2.0,,2.0,Yes,No,,No,No,D,Fuel oil,"€ 385,000  385000 €","Mechelsestraat 107/2 , 29 1840  - Londerzeel",Non flood zone,180  m²  square meters,20  m²  square meters,
12877,Just renovated,2.0,"Living area (residential, urban or rural)",138  m² square meters,,Hyper equipped,3.0,1.0,,1.0,,,,,,B,Gas,"€ 389,000  389000 €",,,150  m²  square meters,20  m²  square meters,
12878,As new,1.0,Urban,135  m² square meters,15  m² square meters,Installed,2.0,1.0,,,,,,No,No,C,Gas,"€ 390,000  390000 €",,Non flood zone,,10  m²  square meters,
12879,Good,4.0,Countryside,225  m² square meters,34  m² square meters,Hyper equipped,3.0,1.0,,,,No,Yes,,,F,Fuel oil,"€ 385,000  385000 €",Leuvensestraat 70 3300  - TIENEN,Non flood zone,3900  m²  square meters,,
12880,,4.0,,156  m² square meters,42  m² square meters,Installed,3.0,1.0,,2.0,Yes,,,,,F,Electric,"€ 389,000  389000 €",Kortrijkstraat 58 9800  - Deinze,Non flood zone,,12  m²  square meters,Yes
12881,To renovate,4.0,,191  m² square meters,,Installed,4.0,2.0,,2.0,,,,,,F,Fuel oil,"€ 390,000  390000 €","Bleekstraat, 19 2480  - Dessel",,,,
12882,Good,4.0,,267  m² square meters,34  m² square meters,Installed,6.0,1.0,1.0,2.0,,,Yes,,,C,Gas,"€ 390,000  390000 €","Route de Mons, 313 7130  - Binche (Waudrez)",,,,
12883,Good,2.0,,224  m² square meters,,Installed,3.0,,,3.0,,No,,,,G,Gas,"€ 395,000  395000 €",Rue du Vieux-Mayeur 51 4000  - Liège,,70  m²  square meters,,
12884,To be done up,2.0,,153  m² square meters,,Installed,3.0,1.0,1.0,2.0,,,,,,F,Gas,"€ 395,000  395000 €",Valkebeekstraat 24 1861  - Wolvertem,,,,Yes
12885,To be done up,4.0,,130  m² square meters,,Semi equipped,4.0,1.0,,2.0,,,,,,F,Fuel oil,"Make an offer starting from  € 395,000  Make an offer starting from  395000 €",Grand' Route 69 A 1435  - Corbais,,,36  m²  square meters,Yes
12886,Good,3.0,Isolated,212  m² square meters,20  m² square meters,Installed,3.0,1.0,,2.0,,No,,No,No,C,Gas,"€ 395,000  395000 €","Mechelsestraat 107/2 , 29 1840  - Londerzeel",Non flood zone,300  m²  square meters,25  m²  square meters,
12887,,2.0,,240  m² square meters,60  m² square meters,Installed,5.0,2.0,,3.0,,,Yes,,,E,Fuel oil,"Make an offer starting from  € 395,000  Make an offer starting from  395000 €",Rue du Bosquet 29 1370  - Jodoigne,,,,Yes
12888,Good,2.0,,116  m² square meters,,Installed,4.0,,,2.0,Yes,No,,,,C,Gas,"€ 395,000  395000 €",Vogelmarkt 29 9000  - Gent,Non flood zone,,7  m²  square meters,
12889,As new,4.0,Countryside,138  m² square meters,,Hyper equipped,3.0,1.0,,2.0,,,,No,No,D,Gas,"€ 395,000  395000 €",,Non flood zone,1  m²  square meter,45  m²  square meters,
12890,Good,3.0,,175  m² square meters,18  m² square meters,Hyper equipped,3.0,1.0,,2.0,,,Yes,,,E,Gas,"€ 395,000  395000 €",Immo Van Middelem 1742  - Ternat,Non flood zone,,,
12891,Good,4.0,,170  m² square meters,50  m² square meters,Semi equipped,3.0,1.0,,1.0,,No,Yes,,,E,Pellet,"€ 395,000  395000 €",Edingsesteenweg 341 1755  - Kester,Non flood zone,,,Yes
12892,Good,3.0,Countryside,220  m² square meters,36  m² square meters,Installed,3.0,1.0,,2.0,,,,No,No,C,Gas,"€ 397,000  397000 €",,Non flood zone,250  m²  square meters,20  m²  square meters,
12893,Just renovated,1.0,,161  m² square meters,,Hyper equipped,3.0,1.0,,2.0,,,,No,No,A,Gas,"€ 398,000  398000 €",,,72  m²  square meters,14  m²  square meters,
12894,Good,2.0,,145  m² square meters,15  m² square meters,Installed,4.0,1.0,2.0,3.0,Yes,No,,,,G,Gas,"€ 399,000  399000 €",Rue F. Vekemans 121 1120  - Neder-over-Heembeek,,263  m²  square meters,26  m²  square meters,
12895,,4.0,,130  m² square meters,38  m² square meters,Installed,2.0,1.0,,2.0,,,Yes,,,D,Electric,"Make an offer starting from  € 399,000  Make an offer starting from  399000 €",Rue du Bosquet 29 1370  - Jodoigne,,,,Yes
12896,Just renovated,4.0,,155  m² square meters,32  m² square meters,USA hyper equipped,3.0,1.0,,2.0,,No,,,,E,Gas,"€ 399,000  399000 €",Edingsesteenweg 341 1755  - Kester,Non flood zone,,,Yes
12897,As new,3.0,,150  m² square meters,38  m² square meters,Installed,3.0,,1.0,2.0,Yes,,,,,E,Gas,"€ 399,000  399000 €",Avenue Louise 200 1050  - Ixelles,,,15  m²  square meters,
12898,Good,2.0,,275  m² square meters,25  m² square meters,Semi equipped,2.0,1.0,,2.0,,,,,,F,Gas,"€ 399,000  399000 €",James Ensorlaan 39 1800  - Vilvoorde,Non flood zone,,11  m²  square meters,
12899,Good,4.0,,286  m² square meters,,Hyper equipped,3.0,1.0,,2.0,Yes,No,Yes,No,,D,Gas,"€ 399,000  399000 €",Brusselsesteenweg 89 9400  - Ninove,,,,
12900,Good,4.0,,286  m² square meters,,Hyper equipped,3.0,1.0,,2.0,Yes,No,Yes,No,,D,Gas,"€ 399,000  399000 €",Brusselsesteenweg 89 9400  - Ninove,,,,
12901,To be done up,4.0,,127  m² square meters,,Semi equipped,4.0,1.0,,2.0,,,Yes,,,C,Electric,"Make an offer starting from  € 400,000  Make an offer starting from  400000 €",Venelle de la réserve 2 1300  - Wavre,,,,Yes
12902,To be done up,2.0,,384  m² square meters,,Not installed,,,,7.0,,,Yes,,,Not specified,,"€ 400,000  400000 €",Rue Arnold Delsupexhe 103 4040  - Herstal,,,,
12903,To be done up,4.0,,150  m² square meters,41  m² square meters,USA hyper equipped,3.0,1.0,,1.0,,No,Yes,,,D,Gas,"€ 410,000  410000 €",Brusselsesteenweg 415 3090  - Overijse,,200  m²  square meters,,
12904,Good,4.0,,128  m² square meters,25  m² square meters,Installed,3.0,2.0,1.0,2.0,Yes,No,,No,No,G,Electric,"€ 400,000  400000 €",Chaussée de Marche 474 5101  - Erpent,Possible flood zone,2300  m²  square meters,40  m²  square meters,
12905,As new,4.0,Countryside,247  m² square meters,24  m² square meters,Installed,4.0,1.0,,1.0,,No,,,,E,Electric,"€ 415,000  415000 €",Brakelsesteenweg 269 9400  - Ninove,Possible flood zone,,49  m²  square meters,
12906,To renovate,3.0,Countryside,245  m² square meters,,Installed,4.0,1.0,,2.0,,No,,,,F,Fuel oil,"€ 417,000  417000 €",Galglaan 1 9000  - Gent,Non flood zone,,,Yes
12907,Good,3.0,Urban,211  m² square meters,,Installed,4.0,1.0,1.0,3.0,Yes,No,Yes,No,No,C,Gas,"€ 415,000  415000 €",Dirk Boutslaan 4 3000  - Leuven,Non flood zone,,,
12908,,4.0,,128  m² square meters,43  m² square meters,Semi equipped,3.0,1.0,,2.0,,No,Yes,,,A,Gas,"€ 418,000  418000 €",Zuidlaan 72 9230  - Wetteren,Non flood zone,,,Yes
12909,Good,4.0,Countryside,191  m² square meters,35  m² square meters,Installed,4.0,1.0,1.0,2.0,Yes,No,,,,C,Pellet,"€ 420,000  420000 €",Rue de la Forestière 14 A 6747  - Chatillon,,800  m²  square meters,80  m²  square meters,
12910,As new,4.0,,230  m² square meters,50  m² square meters,Hyper equipped,5.0,1.0,3.0,,,,Yes,,,C,Fuel oil,"€ 420,000  420000 €",Rue Reine Astrid 26 1473  - Glabais,,,,
12911,Good,3.0,,278  m² square meters,55  m² square meters,,4.0,1.0,,2.0,Yes,,Yes,,,C,Fuel oil,"€ 430,000  430000 €",Rue Reine Astrid 26 1473  - Glabais,,,,
12912,,4.0,,179  m² square meters,,,3.0,1.0,,1.0,,,,,,B,Gas,"€ 430,000  430000 €",Doelstraat 13 3320  - Hoegaarden,Non flood zone,,,
12913,As new,2.0,,100  m² square meters,,Hyper equipped,2.0,,,1.0,,No,,,,B,Gas,"€ 430,000  430000 €",Scheepsdalelaan 67 8000  - Brugge,,,,Yes
12914,,4.0,,213  m² square meters,,Hyper equipped,4.0,1.0,,2.0,,No,Yes,,,A,Gas,"€ 435,000  435000 €","Vanderkelenstraat, 22 3000  - Leuven",Non flood zone,800  m²  square meters,,
12915,,3.0,Countryside,120  m² square meters,28  m² square meters,Installed,2.0,2.0,,2.0,,No,,,,F,Fuel oil,"€ 435,000  435000 €",Interleuvenlaan 66 3001  - Heverlee,Non flood zone,715  m²  square meters,35  m²  square meters,
12916,As new,3.0,Isolated,243  m² square meters,16  m² square meters,Hyper equipped,5.0,2.0,2.0,3.0,Yes,No,,,,D,Electric,"€ 435,000  435000 €",Rue de la Forestière 14 A 6747  - Chatillon,,380  m²  square meters,38  m²  square meters,
12917,Good,4.0,"Living area (residential, urban or rural)",352  m² square meters,48  m² square meters,Installed,3.0,1.0,,2.0,,No,,,,E,Fuel oil,"€ 435,000  435000 €",Brakelsesteenweg 269 9400  - Ninove,Possible flood zone,,,
12918,As new,1.0,"Living area (residential, urban or rural)",165  m² square meters,,Installed,3.0,1.0,,2.0,,,,No,No,B,Gas,"€ 440,000  440000 €",,,133  m²  square meters,9  m²  square meters,
12919,Good,4.0,,180  m² square meters,,Installed,3.0,2.0,,2.0,,No,Yes,No,Yes,C,Fuel oil,"€ 440,000  440000 €",Edingsesteenweg 341 1755  - Kester,Possible flood zone,1350  m²  square meters,,
12920,Good,2.0,Urban,115  m² square meters,,Hyper equipped,2.0,1.0,,2.0,,,,,,C,Gas,"€ 440,000  440000 €",,Non flood zone,70  m²  square meters,15  m²  square meters,
12921,Just renovated,2.0,,171  m² square meters,,Installed,4.0,2.0,,,Yes,,,,,B,Gas,"€ 440,000  440000 €",Komvest 58 8000  - Brugge,Non flood zone,,,
12922,Good,4.0,,208  m² square meters,,Installed,5.0,,,1.0,,No,Yes,,,C,Gas,"€ 440,000  440000 €",Grote Markt 1 8370  - Blankenberge,,,,Yes
12923,Just renovated,2.0,"Living area (residential, urban or rural)",160  m² square meters,17  m² square meters,Installed,4.0,1.0,1.0,3.0,,No,,,,B,Gas,"€ 445,000  445000 €",Tervuursesteenweg 778 1982  - Elewijt,,,15  m²  square meters,
12924,As new,2.0,,181  m² square meters,,Hyper equipped,2.0,1.0,2.0,2.0,,,,No,No,B,Gas,"€ 443,000  443000 €",,Non flood zone,123  m²  square meters,30  m²  square meters,
12925,As new,3.0,,220  m² square meters,35  m² square meters,USA hyper equipped,4.0,1.0,,2.0,Yes,,,,,C,Gas,"€ 450,000  450000 €",Chaussée de Tervuren 149/3 1410  - Waterloo,Non flood zone,115  m²  square meters,25  m²  square meters,
12926,Good,3.0,,246  m² square meters,45  m² square meters,,4.0,1.0,,2.0,Yes,No,,No,,D,Pellet,"Make an offer starting from  € 449,000  Make an offer starting from  449000 €",Chaussée de Mons 18A 1400  - Nivelles,Non flood zone,,,Yes
12927,To be done up,2.0,,175  m² square meters,28  m² square meters,Installed,4.0,1.0,1.0,2.0,Yes,No,,,,G,Gas,"€ 450,000  450000 €",Rue F. Vekemans 121 1120  - Neder-over-Heembeek,,180  m²  square meters,14  m²  square meters,
12928,Good,3.0,,246  m² square meters,45  m² square meters,,4.0,1.0,,2.0,Yes,No,,No,,D,Pellet,"Make an offer starting from  € 449,000  Make an offer starting from  449000 €",Chaussée de Mons 18A 1400  - Nivelles,Non flood zone,,,Yes
12929,As new,3.0,,139  m² square meters,38  m² square meters,Hyper equipped,4.0,,,2.0,,No,,,,A,Gas,"€ 445,000  445000 €",Grote Markt 1 8370  - Blankenberge,Non flood zone,,,Yes
12930,Good,4.0,Urban,272  m² square meters,,,4.0,,2.0,2.0,,No,,,,D,Fuel oil,"€ 449,000  449000 €",Borchamps 24 6900  - Marche-en-Famenne,,4462  m²  square meters,117  m²  square meters,
12931,To renovate,3.0,,210  m² square meters,40  m² square meters,,4.0,1.0,,2.0,Yes,,,,,E,Electric,"€ 460,000  460000 €","Place Communale , 10A 1630  - Linkebeek",,,,
12932,Good,4.0,Countryside,155  m² square meters,44  m² square meters,USA hyper equipped,3.0,2.0,2.0,2.0,Yes,No,Yes,No,No,C,Fuel oil,"€ 469,000  469000 €",Brusselsesteenweg 7 1850  - Grimbergen,Non flood zone,,,
12933,As new,4.0,"Living area (residential, urban or rural)",187  m² square meters,,Installed,4.0,1.0,1.0,1.0,,,,,,B,Electric,"€ 465,000  465000 €",Hugo Verriestlaan 128 8500  - Kortrijk,Non flood zone,,35  m²  square meters,Yes
12934,To be done up,4.0,Urban,129  m² square meters,29  m² square meters,Installed,3.0,1.0,,1.0,Yes,No,,No,No,F,Gas,"€ 465,000  465000 €",Galgstraat 83 1600  - St-Pieters-Leeuw,Possible flood zone,,,
12935,Good,4.0,Isolated,244  m² square meters,41  m² square meters,Installed,5.0,1.0,,2.0,,No,,No,Yes,D,Fuel oil,"€ 459,000  459000 €",Rue de Tirlemont 23 4280  - Hannut,Non flood zone,1598  m²  square meters,130  m²  square meters,
12936,Good,3.0,,130  m² square meters,27  m² square meters,Installed,4.0,2.0,1.0,3.0,,No,,,,G,Gas,"€ 460,000  460000 €",Edingsesteenweg 341 1755  - Kester,Non flood zone,170  m²  square meters,21  m²  square meters,
12937,Good,2.0,Urban,275  m² square meters,50  m² square meters,Installed,4.0,1.0,1.0,2.0,,No,,No,No,B,Gas,"€ 469,000  469000 €",Hemelrijk 15 9402  - Meerbeke,Non flood zone,,,Yes
12938,As new,2.0,"Living area (residential, urban or rural)",230  m² square meters,36  m² square meters,Installed,3.0,1.0,,2.0,,,,No,No,D,Gas,"€ 469,500  469500 €",,Non flood zone,180  m²  square meters,21  m²  square meters,
12939,Just renovated,3.0,Fitted out,200  m² square meters,26  m² square meters,Installed,3.0,1.0,,2.0,Yes,,,No,No,C,Gas,"€ 459,000  459000 €",,Non flood zone,450  m²  square meters,44  m²  square meters,
12940,Good,2.0,Urban,275  m² square meters,50  m² square meters,Installed,4.0,1.0,1.0,2.0,,No,,No,No,B,Gas,"€ 469,000  469000 €",Hemelrijk 15 9402  - Meerbeke,Non flood zone,,,Yes
12941,As new,4.0,"Living area (residential, urban or rural)",192  m² square meters,50  m² square meters,Installed,4.0,1.0,,2.0,,Yes,,No,No,B,Fuel oil,"€ 472,000  472000 €",,Non flood zone,584  m²  square meters,30  m²  square meters,
12942,,2.0,,140  m² square meters,50  m² square meters,USA hyper equipped,3.0,1.0,1.0,2.0,,,,,,B,Gas,"Make an offer starting from  € 475,000  Make an offer starting from  475000 €",Venelle de la réserve 2 1300  - Wavre,,,21  m²  square meters,
12943,As new,4.0,,120  m² square meters,,USA hyper equipped,2.0,1.0,1.0,2.0,,No,Yes,,,G,Fuel oil,"€ 475,000  475000 €",Clos des Chêneaux 18A 1390  - Grez-Doiceau,,1700  m²  square meters,,
12944,As new,3.0,"Living area (residential, urban or rural)",208  m² square meters,,Installed,3.0,1.0,1.0,2.0,,,,No,No,B,Gas,"€ 475,000  475000 €",,Non flood zone,95  m²  square meters,26  m²  square meters,
12945,Good,2.0,,190  m² square meters,,Installed,5.0,1.0,,,,,,No,No,B,Gas,"€ 475,000  475000 €",,Non flood zone,,,
12946,As new,4.0,"Living area (residential, urban or rural)",162  m² square meters,34  m² square meters,Installed,3.0,1.0,,2.0,,,,No,No,B,Gas,"€ 475,000  475000 €",,Non flood zone,180  m²  square meters,17  m²  square meters,
12947,Good,3.0,,252  m² square meters,,Hyper equipped,5.0,,,2.0,,No,Yes,,,A,Gas,"€ 478,000  478000 €",Grote Markt 1 8370  - Blankenberge,,,,
12948,As new,4.0,Isolated,235  m² square meters,36  m² square meters,,5.0,1.0,1.0,2.0,,No,,No,Yes,A,Fuel oil,"€ 485,000  485000 €",Borchamps 24 6900  - Marche-en-Famenne,Non flood zone,604  m²  square meters,23  m²  square meters,
12949,As new,3.0,Urban,150  m² square meters,,Installed,4.0,2.0,,3.0,,No,,No,No,A,Gas,"€ 485,000  485000 €",Koning Albertstraat 28 9900  - Eeklo,Non flood zone,,,Yes
12950,Good,3.0,"Living area (residential, urban or rural)",240  m² square meters,30  m² square meters,Hyper equipped,4.0,1.0,,1.0,Yes,No,,,Yes,C,Fuel oil,"€ 489,000  489000 €",Route d'Arlon 51 8410  - Steinfort,,,15  m²  square meters,
12951,To be done up,3.0,,254  m² square meters,24  m² square meters,Semi equipped,4.0,1.0,,2.0,,,,,,D,Gas,"€ 489,000  489000 €",Avenue de l'Hopital Français 15 1081  - Koekelberg,,1200  m²  square meters,50  m²  square meters,
12952,Good,4.0,Countryside,310  m² square meters,38  m² square meters,Installed,5.0,1.0,,2.0,,,,No,No,C,Gas,"€ 495,000  495000 €",,Non flood zone,800  m²  square meters,27  m²  square meters,
12953,To be done up,4.0,Isolated,203  m² square meters,28  m² square meters,Installed,4.0,1.0,1.0,2.0,,,Yes,,,F,Electric,"€ 495,000  495000 €",Rue de Namur 167 1300  - Wavre,Non flood zone,,,
12954,Good,4.0,Countryside,234  m² square meters,,,4.0,1.0,1.0,2.0,,No,,,,D,Fuel oil,"€ 495,000  495000 €",Borchamps 24 6900  - Marche-en-Famenne,,1132  m²  square meters,31  m²  square meters,
12955,To renovate,2.0,,189  m² square meters,26  m² square meters,Installed,4.0,2.0,,3.0,,Yes,Yes,,,E,Gas,"€ 495,000  495000 €",Leuvensesteenweg 264 3390  - Tielt-Winge,,,,
12956,As new,2.0,"Living area (residential, urban or rural)",131  m² square meters,,Hyper equipped,2.0,1.0,,1.0,,,,,,A,Gas,"€ 495,000  495000 €",,Non flood zone,400  m²  square meters,16  m²  square meters,
12957,Good,4.0,,185  m² square meters,40  m² square meters,USA installed,3.0,1.0,1.0,2.0,Yes,No,Yes,No,No,E,Electric,"€ 520,000  520000 €",Clos des Chêneaux 18A 1390  - Grez-Doiceau,,12  m²  square meters,,
12958,To be done up,4.0,,350  m² square meters,40  m² square meters,Semi equipped,4.0,1.0,1.0,3.0,Yes,,,,,D,Fuel oil,"€ 499,000  499000 €",Rue de Bruxelles 296/301 1480  - Tubize,Non flood zone,1270  m²  square meters,30  m²  square meters,
12959,,2.0,,160  m² square meters,,Installed,4.0,2.0,,3.0,,,Yes,,,C,Gas,"€ 499,000  499000 €","Kortrijksesteenweg, 390 bus 001 9000  - Gent",Non flood zone,,,
12960,,4.0,,280  m² square meters,57  m² square meters,Installed,3.0,1.0,1.0,2.0,,,,,,C,Gas,"Make an offer starting from  € 499,000  Make an offer starting from  499000 €",Rue du Bosquet 29 1370  - Jodoigne,,,,Yes
12961,,2.0,,160  m² square meters,,Installed,4.0,2.0,,3.0,,,,,,C,Gas,"€ 499,000  499000 €","Kortrijksesteenweg, 390 bus 001 9000  - Gent",Non flood zone,,,
12962,To be done up,4.0,,,,,7.0,,3.0,4.0,Yes,,,,,D,Fuel oil,"€ 499,000  499000 €",Place McAuliffe 43 6600  - Bastogne,Non flood zone,,,
12963,Good,3.0,,240  m² square meters,,USA installed,3.0,2.0,,3.0,,No,,,,C,Fuel oil,"€ 520,000  520000 €",Chaussée de Marche 474 5101  - Erpent,,3275  m²  square meters,33  m²  square meters,
12964,As new,4.0,Isolated,365  m² square meters,42  m² square meters,Installed,4.0,2.0,2.0,3.0,Yes,No,,No,No,B,Gas,"€ 499,000  499000 €",Avenue Louise 523 1050  - Ixelles,,325  m²  square meters,45  m²  square meters,
